id,rank,word,lemma,pos,pos_long,english_definition,frequency,sum_frequency,coca_spoken_freq,coca_fiction_freq,coca_magazines_freq,coca_newspapers_freq,sat,gre
22354,22354,reservists,reservist,nn2,noun,,719,383084463,2,0,1,2,FALSE,FALSE
22355,22355,forged,forge,vvd,verb,,718,383085181,1,2,2,2,FALSE,FALSE
22356,22356,bemused,bemused,jj,adjective,,718,383085899,0,4,2,1,FALSE,FALSE
22357,22357,surrendering,surrender,vvg,verb,,718,383086617,1,2,2,2,FALSE,FALSE
22358,22358,devour,devour,vv0,verb,,718,383087335,0,3,2,1,FALSE,FALSE
22359,22359,lovable,lovable,jj,adjective,,718,383088053,2,1,2,2,FALSE,FALSE
22360,22360,tortured,tortured,jj,adjective,,718,383088771,1,3,1,1,FALSE,FALSE
22361,22361,stacked,stacked,jj,adjective,,718,383089489,0,3,2,1,FALSE,FALSE
22362,22362,practicality,practicality,nn1,noun,,718,383090207,1,1,2,1,FALSE,FALSE
22363,22363,recoup,recoup,vv0,verb,,718,383090925,1,1,2,3,FALSE,FALSE
22364,22364,labors,labor,nn2,noun,,718,383091643,0,2,2,1,FALSE,FALSE
22365,22365,determinant,determinant,nn1,noun,,718,383092361,0,0,1,0,FALSE,FALSE
22366,22366,testified,testify,vvn,verb,,718,383093079,4,0,1,2,FALSE,FALSE
22367,22367,sassy,sassy,jj,adjective,,718,383093797,1,3,2,2,FALSE,FALSE
22368,22368,panes,pane,nn2,noun,,718,383094515,0,5,2,1,FALSE,FALSE
22369,22369,subculture,subculture,nn1,noun,,718,383095233,1,0,1,1,FALSE,FALSE
22370,22370,multiracial,multiracial,jj,adjective,,718,383095951,1,0,1,2,FALSE,FALSE
22371,22371,ballast,ballast,nn1,noun,,718,383096669,0,2,2,1,FALSE,FALSE
22372,22372,laity,laity,nn1,noun,,718,383097387,0,0,3,1,FALSE,FALSE
22373,22373,mayan,mayan,jj,adjective,,718,383098105,0,1,2,2,FALSE,FALSE
22374,22374,showed,show,vvn,verb,,717,383098822,2,3,1,1,FALSE,FALSE
22375,22375,impervious,impervious,jj,adjective,,717,383099539,0,2,3,1,FALSE,FALSE
22376,22376,dare,dare,vm,verb,,717,383100256,1,3,2,1,FALSE,FALSE
22377,22377,fanned,fan,vvd,verb,,717,383100973,1,4,1,2,FALSE,FALSE
22378,22378,nifty,nifty,jj,adjective,,717,383101690,1,1,3,2,FALSE,FALSE
22379,22379,innocently,innocently,rr,adverb,,717,383102407,1,4,1,1,FALSE,FALSE
22380,22380,twinkling,twinkle,vvg,verb,,717,383103124,0,4,2,1,FALSE,FALSE
22381,22381,perceptive,perceptive,jj,adjective,Observant.,717,383103841,1,2,1,1,TRUE,TRUE
22382,22382,stalling,stall,vvg,verb,,717,383104558,1,3,1,1,FALSE,FALSE
22383,22383,outbursts,outburst,nn2,noun,,717,383105275,1,1,2,2,FALSE,FALSE
22384,22384,marries,marry,vvz,verb,,717,383105992,1,2,2,2,FALSE,FALSE
22385,22385,disinterested,disinterested,jj,adjective,Unbiased.,717,383106709,1,2,1,1,TRUE,TRUE
22386,22386,marches,march,vvz,verb,,717,383107426,1,3,2,1,FALSE,FALSE
22387,22387,golfing,golfing,nn1,noun,,717,383108143,1,1,2,3,FALSE,FALSE
22388,22388,doorknob,doorknob,nn1,noun,,717,383108860,1,6,1,0,FALSE,FALSE
22389,22389,mountainside,mountainside,nn1,noun,,717,383109577,1,3,3,1,FALSE,FALSE
22390,22390,gazes,gaze,vvz,verb,,717,383110294,0,5,1,1,FALSE,FALSE
22391,22391,wilt,wilt,vv0,verb,,717,383111011,1,1,3,3,FALSE,FALSE
22392,22392,ligament,ligament,nn1,noun,"A band of fibrous tissue that connects bones or cartilages, serving to support and strengthen joints.",717,383111728,0,0,1,4,FALSE,FALSE
22393,22393,distributed,distributed,jj,adjective,,717,383112445,0,0,2,1,FALSE,FALSE
22394,22394,lockout,lockout,nn1,noun,,717,383113162,1,0,2,5,FALSE,FALSE
22395,22395,butte,butte,nn1,noun,,717,383113879,0,1,4,2,FALSE,FALSE
22396,22396,dampen,dampen,vv0,verb,,716,383114595,1,1,3,2,FALSE,FALSE
22397,22397,disarming,disarm,vvg,verb,Take away weapons; win over to one’s side.,716,383115311,2,1,2,2,FALSE,TRUE
22398,22398,crux,crux,nn1,noun,"The basic, central, or essential point or feature.",716,383116027,2,1,2,1,FALSE,FALSE
22399,22399,bad,bad,rr,adverb,Badly.,716,383116743,2,3,1,1,FALSE,FALSE
22400,22400,refresh,refresh,vv0,verb,,716,383117459,1,1,3,1,FALSE,FALSE
22401,22401,childless,childless,jj,adjective,,716,383118175,0,2,2,2,FALSE,FALSE
22402,22402,warplanes,warplane,nn2,noun,,716,383118891,2,0,1,4,FALSE,FALSE
22403,22403,dot-com,dot-com,jj,adjective,,716,383119607,1,0,2,4,FALSE,FALSE
22404,22404,neurologist,neurologist,nn1,noun,,716,383120323,1,1,3,1,FALSE,FALSE
22405,22405,ventured,venture,vvn,verb,,715,383121038,0,3,2,2,FALSE,FALSE
22406,22406,dread,dread,vv0,verb,,715,383121753,1,3,2,1,FALSE,FALSE
22407,22407,leeway,leeway,nn1,noun,,715,383122468,2,1,2,2,FALSE,FALSE
22408,22408,scouring,scour,vvg,verb,,715,383123183,1,2,3,2,FALSE,FALSE
22409,22409,ceases,cease,vvz,verb,,715,383123898,1,1,2,1,FALSE,FALSE
22410,22410,awake,awake,vv0,verb,To become conscious after having slept.,715,383124613,1,5,1,1,FALSE,FALSE
22411,22411,luster,luster,nn1,noun,,715,383125328,1,2,3,2,FALSE,FALSE
22412,22412,inhaling,inhale,vvg,verb,,715,383126043,1,4,2,1,FALSE,FALSE
22413,22413,fielding,field,vvg,verb,,715,383126758,1,1,2,4,FALSE,FALSE
22414,22414,commend,commend,vv0,verb,,715,383127473,3,1,1,2,FALSE,FALSE
22415,22415,sinks,sink,vvz,verb,,715,383128188,1,4,2,1,FALSE,FALSE
22416,22416,certify,certify,vv0,verb,,715,383128903,2,0,1,2,FALSE,FALSE
22417,22417,severed,severed,jj,adjective,,715,383129618,0,4,1,1,FALSE,FALSE
22418,22418,eaters,eater,nn2,noun,,715,383130333,1,1,3,2,FALSE,FALSE
22419,22419,interfaces,interface,nn2,noun,,715,383131048,0,1,2,0,FALSE,FALSE
22420,22420,fleece,fleece,nn1,noun,,715,383131763,1,2,4,1,FALSE,FALSE
22421,22421,starship,starship,nn1,noun,,715,383132478,0,6,1,1,FALSE,FALSE
22422,22422,overrun,overrun,vvn,verb,,714,383133192,1,2,2,2,FALSE,FALSE
22423,22423,refute,refute,vv0,verb,Disprove.,714,383133906,1,1,1,1,TRUE,TRUE
22424,22424,cowardly,cowardly,jj,adjective,,714,383134620,1,2,1,2,FALSE,FALSE
22425,22425,writhing,writhe,vvg,verb,,714,383135334,0,6,1,1,FALSE,FALSE
22426,22426,injected,inject,vvd,verb,"To push or pump (something, especially fluids) into a cavity or passage.",714,383136048,2,1,2,1,FALSE,FALSE
22427,22427,phrasing,phrasing,nn1,noun,,714,383136762,1,1,1,1,FALSE,FALSE
22428,22428,purification,purification,nn1,noun,,714,383137476,1,1,2,1,FALSE,FALSE
22429,22429,archetypal,archetypal,jj,adjective,,714,383138190,0,1,2,1,FALSE,FALSE
22430,22430,conjunction,conjunction,nn1,noun,,714,383138904,0,1,3,0,FALSE,FALSE
22431,22431,jesuits,jesuit,nn2,noun,,714,383139618,1,1,3,1,FALSE,FALSE
22432,22432,epsilon,epsilon,nn1,noun,,714,383140332,0,2,2,0,FALSE,FALSE
22433,22433,surpassed,surpass,vvn,verb,,713,383141045,1,1,2,2,FALSE,FALSE
22434,22434,crushing,crush,vvg,verb,,713,383141758,1,4,1,1,FALSE,FALSE
22435,22435,tiring,tiring,jj,adjective,,713,383142471,1,3,2,2,FALSE,FALSE
22436,22436,updates,update,vvz,verb,,713,383143184,1,0,3,2,FALSE,FALSE
22437,22437,quits,quit,vvz,verb,,713,383143897,2,2,2,2,FALSE,FALSE
22438,22438,afforded,afford,vvd,verb,,713,383144610,0,2,1,1,FALSE,FALSE
22439,22439,unannounced,unannounced,jj,adjective,,713,383145323,1,2,1,2,FALSE,FALSE
22440,22440,hatch,hatch,vv0,verb,,713,383146036,0,2,3,1,FALSE,FALSE
22441,22441,electrician,electrician,nn1,noun,An investigator of electricity; one versed in the science of electricity.,713,383146749,1,2,2,2,FALSE,FALSE
22442,22442,sighted,sight,vvn,verb,,713,383147462,1,1,1,1,FALSE,FALSE
22443,22443,mate,mate,vv0,verb,,713,383148175,0,2,3,1,FALSE,FALSE
22444,22444,font,font,nn1,noun,"A particular kind of lettering (e.g. Arial, Verdana, etc.)",713,383148888,0,1,3,1,FALSE,FALSE
22445,22445,extraterrestrial,extraterrestrial,jj,adjective,,713,383149601,1,1,3,0,FALSE,FALSE
22446,22446,drug-related,drug-related,jj,adjective,,713,383150314,1,0,1,2,FALSE,FALSE
22447,22447,utterances,utterance,nn2,noun,,713,383151027,0,1,1,0,FALSE,FALSE
22448,22448,horsemen,horseman,nn2,noun,,713,383151740,0,3,2,1,FALSE,FALSE
22449,22449,incorporated,incorporate,vvd,verb,,712,383152452,1,0,2,1,FALSE,FALSE
22450,22450,underlie,underlie,vv0,verb,,712,383153164,0,0,1,0,FALSE,FALSE
22451,22451,sizing,size,vvg,verb,,712,383153876,0,2,3,1,FALSE,FALSE
22452,22452,convert,convert,nn1,noun,,712,383154588,1,1,2,2,FALSE,FALSE
22453,22453,crumbled,crumbled,jj,adjective,,712,383155300,0,1,4,2,FALSE,FALSE
22454,22454,mash,mash,vv0,verb,,712,383156012,1,1,4,2,FALSE,FALSE
22455,22455,thawed,thaw,vvd,verb,,712,383156724,0,1,5,1,FALSE,FALSE
22456,22456,brood,brood,nn1,noun,,712,383157436,0,2,3,1,FALSE,FALSE
22457,22457,starry,starry,jj,adjective,,712,383158148,0,3,2,1,FALSE,FALSE
22458,22458,start-up,start-up,nn1,noun,,712,383158860,0,0,3,3,FALSE,FALSE
22459,22459,migrations,migration,nn2,noun,,712,383159572,0,0,2,1,FALSE,FALSE
22460,22460,whores,whore,nn2,noun,,712,383160284,0,5,1,0,FALSE,FALSE
22461,22461,vortex,vortex,nn1,noun,,712,383160996,1,2,2,1,FALSE,FALSE
22462,22462,goalie,goalie,nn1,noun,,712,383161708,0,1,1,5,FALSE,FALSE
22463,22463,quaker,quaker,jj,adjective,,712,383162420,1,1,3,2,FALSE,FALSE
22464,22464,sporting,sport,vvg,verb,,711,383163131,1,2,3,2,FALSE,FALSE
22465,22465,somewhat,somewhat,dd,determiner,,711,383163842,4,1,1,2,FALSE,FALSE
22466,22466,blatantly,blatantly,rr,adverb,Obviously.,711,383164553,2,1,1,2,TRUE,FALSE
22467,22467,enlarged,enlarge,vvn,verb,,711,383165264,0,1,2,1,FALSE,FALSE
22468,22468,forthright,forthright,jj,adjective,,711,383165975,2,1,2,2,FALSE,FALSE
22469,22469,pierced,pierce,vvd,verb,,711,383166686,1,5,1,1,FALSE,FALSE
22470,22470,year-end,year-end,jj,adjective,,711,383167397,1,0,3,3,FALSE,FALSE
22471,22471,tableau,tableau,nn1,noun,,711,383168108,0,2,2,1,FALSE,FALSE
22472,22472,peacetime,peacetime,nn1,noun,,711,383168819,1,0,2,2,FALSE,FALSE
22473,22473,hump,hump,nn1,noun,,711,383169530,1,3,2,1,FALSE,FALSE
22474,22474,assassinations,assassination,nn2,noun,,711,383170241,2,1,1,2,FALSE,FALSE
22475,22475,townhouse,townhouse,nn1,noun,,711,383170952,1,2,2,3,FALSE,FALSE
22476,22476,strides,stride,vvz,verb,,711,383171663,0,5,1,1,FALSE,FALSE
22477,22477,pharmacies,pharmacy,nn2,noun,"A place where prescription drugs are dispensed, a dispensary.",711,383172374,2,0,3,2,FALSE,FALSE
22478,22478,shotguns,shotgun,nn2,noun,,711,383173085,1,2,3,1,FALSE,FALSE
22479,22479,battleship,battleship,nn1,noun,,711,383173796,1,2,2,2,FALSE,FALSE
22480,22480,homelands,homeland,nn2,noun,,711,383174507,0,0,1,1,FALSE,FALSE
22481,22481,extradition,extradition,nn1,noun,,711,383175218,3,0,1,3,FALSE,FALSE
22482,22482,scathing,scathing,jj,adjective,,710,383175928,2,1,2,2,FALSE,FALSE
22483,22483,scrutinize,scrutinize,vv0,verb,Examine carefully.,710,383176638,1,1,2,2,TRUE,TRUE
22484,22484,slashed,slash,vvd,verb,,710,383177348,1,2,2,2,FALSE,FALSE
22485,22485,cut,cut,jj,adjective,,710,383178058,1,1,3,2,FALSE,FALSE
22486,22486,fussy,fussy,jj,adjective,,710,383178768,0,2,3,1,FALSE,FALSE
22487,22487,lazily,lazily,rr,adverb,,710,383179478,0,6,1,1,FALSE,FALSE
22488,22488,outlying,outlying,jj,adjective,,710,383180188,1,1,2,2,FALSE,FALSE
22489,22489,lain,lie,vvn,verb,,710,383180898,0,5,1,0,FALSE,FALSE
22490,22490,polarized,polarize,vvn,verb,,710,383181608,2,0,2,1,FALSE,FALSE
22491,22491,uneducated,uneducated,jj,adjective,,710,383182318,1,1,1,2,FALSE,FALSE
22492,22492,perch,perch,vv0,verb,,710,383183028,0,2,3,2,FALSE,FALSE
22493,22493,whistle,whistle,vv0,verb,,710,383183738,1,4,1,1,FALSE,FALSE
22494,22494,dissenting,dissenting,jj,adjective,,710,383184448,1,0,1,2,FALSE,FALSE
22495,22495,breakers,breaker,nn2,noun,,710,383185158,1,2,2,2,FALSE,FALSE
22496,22496,sailboat,sailboat,nn1,noun,,710,383185868,1,3,2,2,FALSE,FALSE
22497,22497,gurney,gurney,nn1,noun,,710,383186578,1,5,1,1,FALSE,FALSE
22498,22498,toxin,toxin,nn1,noun,"A poison; frequently used to refer specifically to a protein produced by some higher plants, certain animals, and pathogenic bacteria, which is highly toxic for other living organisms.",710,383187288,1,1,3,1,FALSE,FALSE
22499,22499,resettlement,resettlement,nn1,noun,,710,383187998,0,0,1,2,FALSE,FALSE
22500,22500,confectioners,confectioner,nn2,noun,,710,383188708,0,0,5,2,FALSE,FALSE
22501,22501,panda,panda,nn1,noun,,710,383189418,1,1,3,2,FALSE,FALSE
22502,22502,boisterous,boisterous,jj,adjective,,709,383190127,0,2,2,2,FALSE,FALSE
22503,22503,evoked,evoke,vvd,verb,,709,383190836,0,2,1,1,FALSE,FALSE
22504,22504,increments,increment,nn2,noun,,709,383191545,1,1,3,1,FALSE,FALSE
22505,22505,acquires,acquire,vvz,verb,,709,383192254,0,1,1,2,FALSE,FALSE
22506,22506,customize,customize,vv0,verb,To alter to suit individual requirements or specifications.,709,383192963,0,0,5,1,FALSE,FALSE
22507,22507,read,read,nn1,noun,,709,383193672,2,1,2,2,FALSE,FALSE
22508,22508,bulldozers,bulldozer,nn2,noun,,709,383194381,1,2,2,3,FALSE,FALSE
22509,22509,towing,tow,vvg,verb,,709,383195090,1,2,3,2,FALSE,FALSE
22510,22510,libel,libel,nn1,noun,,709,383195799,2,0,1,3,FALSE,FALSE
22511,22511,nativity,nativity,nn1,noun,,709,383196508,1,1,1,2,FALSE,FALSE
22512,22512,coincides,coincide,vvz,verb,,708,383197216,1,0,1,2,FALSE,FALSE
22513,22513,heighten,heighten,vv0,verb,,708,383197924,1,1,2,1,FALSE,FALSE
22514,22514,inundated,inundate,vvn,verb,,708,383198632,2,1,2,2,FALSE,FALSE
22515,22515,tantamount,tantamount,jj,adjective,,708,383199340,1,1,1,2,FALSE,FALSE
22516,22516,scurrying,scurry,vvg,verb,,708,383200048,0,4,1,1,FALSE,FALSE
22517,22517,pace,pace,vv0,verb,,708,383200756,0,4,2,1,FALSE,FALSE
22518,22518,run-up,run-up,nn1,noun,,708,383201464,2,0,2,3,FALSE,FALSE
22519,22519,lead,lead,vvn,verb,"To cover, fill, or affect with lead; as, continuous firing leads the grooves of a rifle.",708,383202172,2,1,1,2,FALSE,FALSE
22520,22520,passersby,passerby,nn2,noun,,708,383202880,0,3,2,1,FALSE,FALSE
22521,22521,taunting,taunt,vvg,verb,Mock; tease.,708,383203588,1,3,1,2,FALSE,TRUE
22522,22522,cronies,crony,nn2,noun,,708,383204296,1,2,2,2,FALSE,FALSE
22523,22523,actuality,actuality,nn1,noun,,708,383205004,1,1,1,1,FALSE,FALSE
22524,22524,fabricated,fabricate,vvn,verb,,708,383205712,1,1,2,1,FALSE,FALSE
22525,22525,dryly,dryly,rr,adverb,,708,383206420,0,6,1,1,FALSE,FALSE
22526,22526,indict,indict,vv0,verb,,708,383207128,4,0,1,2,FALSE,FALSE
22527,22527,tiers,tier,nn2,noun,,708,383207836,0,2,2,1,FALSE,FALSE
22528,22528,condominiums,condominium,nn2,noun,,708,383208544,0,1,1,5,FALSE,FALSE
22529,22529,wrongful,wrongful,jj,adjective,,708,383209252,2,0,1,2,FALSE,FALSE
22530,22530,conditioners,conditioner,nn2,noun,,708,383209960,1,1,4,1,FALSE,FALSE
22531,22531,landowner,landowner,nn1,noun,,708,383210668,0,1,2,2,FALSE,FALSE
22532,22532,skunk,skunk,nn1,noun,,708,383211376,1,3,3,1,FALSE,FALSE
22533,22533,non-hispanic,non-hispanic,jj,adjective,,708,383212084,0,0,0,1,FALSE,FALSE
22534,22534,self-proclaimed,self-proclaimed,jj,adjective,,707,383212791,1,0,2,3,FALSE,FALSE
22535,22535,replenish,replenish,vv0,verb,,707,383213498,1,1,3,2,FALSE,FALSE
22536,22536,overheard,overhear,vvn,verb,,707,383214205,1,4,1,1,FALSE,FALSE
22537,22537,fates,fate,nn2,noun,,707,383214912,1,2,2,1,FALSE,FALSE
22538,22538,streaked,streak,vvn,verb,,707,383215619,0,6,1,0,FALSE,FALSE
22539,22539,corny,corny,jj,adjective,,707,383216326,1,2,2,2,FALSE,FALSE
22540,22540,distinguished,distinguish,vvd,verb,,707,383217033,0,1,2,1,FALSE,FALSE
22541,22541,resided,reside,vvd,verb,,707,383217740,0,2,1,1,FALSE,FALSE
22542,22542,preponderance,preponderance,nn1,noun,,707,383218447,1,0,1,1,FALSE,FALSE
22543,22543,contiguous,contiguous,jj,adjective,Adjacent; touching; abutting.,707,383219154,0,1,2,1,FALSE,TRUE
22544,22544,veggie,veggie,nn1,noun,,707,383219861,0,1,5,1,FALSE,FALSE
22545,22545,conversions,conversion,nn2,noun,,707,383220568,0,0,1,2,FALSE,FALSE
22546,22546,surfers,surfer,nn2,noun,,707,383221275,1,1,2,3,FALSE,FALSE
22547,22547,jubilee,jubilee,nn1,noun,,707,383221982,1,1,2,2,FALSE,FALSE
22548,22548,qualms,qualm,nn2,noun,Hesitation or fear.,706,383222688,1,1,2,2,FALSE,TRUE
22549,22549,fruitless,fruitless,jj,adjective,,706,383223394,1,2,2,2,FALSE,FALSE
22550,22550,steadfast,steadfast,jj,adjective,Fixed or unchanging; steady.,706,383224100,1,1,2,1,FALSE,FALSE
22551,22551,condone,condone,vv0,verb,Tacitly support; overlook.,706,383224806,3,1,1,2,TRUE,TRUE
22552,22552,torment,torment,nn1,noun,,706,383225512,1,3,1,1,FALSE,FALSE
22553,22553,precocious,precocious,jj,adjective,Developing early.,706,383226218,1,2,2,1,TRUE,TRUE
22554,22554,puffs,puff,nn2,noun,,706,383226924,0,4,2,1,FALSE,FALSE
22555,22555,testifies,testify,vvz,verb,,706,383227630,2,0,1,1,FALSE,FALSE
22556,22556,poisons,poison,nn2,noun,A substance that is harmful or lethal to a living organism.,706,383228336,1,2,3,1,FALSE,FALSE
22557,22557,beards,beard,nn2,noun,,706,383229042,1,3,2,1,FALSE,FALSE
22558,22558,coexistence,coexistence,nn1,noun,,706,383229748,0,0,1,1,FALSE,FALSE
22559,22559,noodle,noodle,nn1,noun,,706,383230454,0,2,2,3,FALSE,FALSE
22560,22560,progressives,progressive,nn2,noun,"A person who actively favors or strives for progress towards improved conditions, as in society or government.",706,383231160,2,0,2,1,FALSE,FALSE
22561,22561,interfaith,interfaith,jj,adjective,,706,383231866,1,0,2,3,FALSE,FALSE
22562,22562,stuttering,stutter,vvg,verb,,706,383232572,1,2,1,1,FALSE,FALSE
22563,22563,phosphate,phosphate,nn1,noun,,706,383233278,0,0,2,1,FALSE,FALSE
22564,22564,maggot,maggot,nn1,noun,,706,383233984,0,6,1,0,FALSE,FALSE
22565,22565,tangled,tangle,vvn,verb,,705,383234689,1,5,1,1,FALSE,FALSE
22566,22566,nudge,nudge,vv0,verb,,705,383235394,1,2,3,2,FALSE,FALSE
22567,22567,basing,base,vvg,verb,,705,383236099,2,0,1,2,FALSE,FALSE
22568,22568,assigned,assign,vvd,verb,,705,383236804,1,2,1,1,FALSE,FALSE
22569,22569,suppressed,suppress,vvd,verb,,705,383237509,1,4,1,1,FALSE,FALSE
22570,22570,enrolling,enroll,vvg,verb,,705,383238214,0,0,2,2,FALSE,FALSE
22571,22571,morbid,morbid,jj,adjective,,705,383238919,1,3,1,1,FALSE,FALSE
22572,22572,labor-intensive,labor-intensive,jj,adjective,,705,383239624,0,0,2,2,FALSE,FALSE
22573,22573,inducted,induct,vvn,verb,,705,383240329,1,0,1,4,FALSE,FALSE
22574,22574,applicability,applicability,nn1,noun,,705,383241034,0,0,0,0,FALSE,FALSE
22575,22575,quickness,quickness,nn1,noun,,705,383241739,0,1,2,3,FALSE,FALSE
22576,22576,scams,scam,nn2,noun,,705,383242444,2,1,2,3,FALSE,FALSE
22577,22577,irises,iris,nn2,noun,,705,383243149,0,3,4,1,FALSE,FALSE
22578,22578,clinician,clinician,nn1,noun,,705,383243854,0,0,1,0,FALSE,FALSE
22579,22579,avant-garde,avant-garde,nn1,noun,,705,383244559,0,0,2,1,FALSE,FALSE
22580,22580,inexorably,inexorably,rr,adverb,,704,383245263,0,2,2,1,FALSE,FALSE
22581,22581,troubles,trouble,vvz,verb,,704,383245967,2,1,1,2,FALSE,FALSE
22582,22582,astonishingly,astonishingly,rr,adverb,,704,383246671,1,2,3,1,FALSE,FALSE
22583,22583,reborn,reborn,vvn,verb,,704,383247375,1,2,2,1,FALSE,FALSE
22584,22584,stamped,stamped,jj,adjective,,704,383248079,1,1,3,1,FALSE,FALSE
22585,22585,conciliatory,conciliatory,jj,adjective,Seeking compromise.,704,383248783,1,1,1,2,TRUE,FALSE
22586,22586,sabotage,sabotage,nn1,noun,,704,383249487,2,2,1,1,FALSE,FALSE
22587,22587,embankment,embankment,nn1,noun,,704,383250191,1,4,1,1,FALSE,FALSE
22588,22588,connectivity,connectivity,nn1,noun,,704,383250895,0,0,2,1,FALSE,FALSE
22589,22589,sacrificial,sacrificial,jj,adjective,,704,383251599,0,1,1,0,FALSE,FALSE
22590,22590,karaoke,karaoke,nn1,noun,,704,383252303,1,1,2,3,FALSE,FALSE
22591,22591,raccoon,raccoon,nn1,noun,,704,383253007,1,4,2,1,FALSE,FALSE
22592,22592,transcendental,transcendental,jj,adjective,Supernatural; going beyond normal experience.,704,383253711,0,1,1,1,FALSE,TRUE
22593,22593,lattice,lattice,nn1,noun,,704,383254415,0,2,3,1,FALSE,FALSE
22594,22594,sis,sis,nn1,noun,,704,383255119,0,4,1,1,FALSE,FALSE
22595,22595,skyrocketing,skyrocket,vvg,verb,,703,383255822,2,0,2,3,FALSE,FALSE
22596,22596,downplay,downplay,vv0,verb,,703,383256525,1,1,2,2,FALSE,FALSE
22597,22597,assaulting,assault,vvg,verb,,703,383257228,2,1,1,2,FALSE,FALSE
22598,22598,yanking,yank,vvg,verb,,703,383257931,0,5,1,1,FALSE,FALSE
22599,22599,admirer,admirer,nn1,noun,,703,383258634,1,2,2,1,FALSE,FALSE
22600,22600,minimized,minimize,vvn,verb,To make (something) as small or as insignificant as possible.,703,383259337,0,0,1,1,FALSE,FALSE
22601,22601,clueless,clueless,jj,adjective,,703,383260040,1,2,2,2,FALSE,FALSE
22602,22602,slumber,slumber,nn1,noun,,703,383260743,0,4,2,1,FALSE,FALSE
22603,22603,eyeglasses,eyeglass,nn2,noun,,703,383261446,1,3,2,1,FALSE,FALSE
22604,22604,set-up,set-up,nn1,noun,,703,383262149,2,1,1,2,FALSE,FALSE
22605,22605,illuminated,illuminated,jj,adjective,,703,383262852,0,2,2,1,FALSE,FALSE
22606,22606,submissions,submission,nn2,noun,,703,383263555,1,0,2,1,FALSE,FALSE
22607,22607,first-degree,first-degree,jj,adjective,,703,383264258,3,0,1,2,FALSE,FALSE
22608,22608,wildfire,wildfire,nn1,noun,,703,383264961,3,1,1,2,FALSE,FALSE
22609,22609,saws,saw,nn2,noun,,703,383265664,1,2,3,1,FALSE,FALSE
22610,22610,punctuation,punctuation,nn1,noun,,703,383266367,1,2,1,1,FALSE,FALSE
22611,22611,degenerate,degenerate,jj,adjective,,703,383267070,1,1,1,1,FALSE,FALSE
22612,22612,fainter,faint,jjr,adjective,,703,383267773,0,2,4,0,FALSE,FALSE
22613,22613,test-retest,test-retest,jj,adjective,,703,383268476,0,0,0,0,FALSE,FALSE
22614,22614,patties,patty,nn2,noun,,703,383269179,0,1,4,2,FALSE,FALSE
22615,22615,beset,beset,vvn,verb,,702,383269881,0,1,2,2,FALSE,FALSE
22616,22616,maneuvering,maneuvering,nn1,noun,,702,383270583,1,1,2,2,FALSE,FALSE
22617,22617,insatiable,insatiable,jj,adjective,,702,383271285,1,2,2,2,FALSE,FALSE
22618,22618,presumed,presume,vvd,verb,,702,383271987,1,2,1,1,FALSE,FALSE
22619,22619,hitherto,hitherto,rr,adverb,,702,383272689,0,1,2,0,FALSE,FALSE
22620,22620,novelists,novelist,nn2,noun,,702,383273391,1,1,2,1,FALSE,FALSE
22621,22621,sewers,sewer,nn2,noun,,702,383274093,1,1,1,3,FALSE,FALSE
22622,22622,free-agent,free-agent,jj,adjective,,702,383274795,0,0,1,6,FALSE,FALSE
22623,22623,redhead,redhead,nn1,noun,,702,383275497,1,5,1,1,FALSE,FALSE
22624,22624,wholeness,wholeness,nn1,noun,,702,383276199,0,1,2,0,FALSE,FALSE
22625,22625,ill-fated,ill-fated,jj,adjective,,701,383276900,1,1,2,3,FALSE,FALSE
22626,22626,cursory,cursory,jj,adjective,Superficial.,701,383277601,0,2,2,1,TRUE,FALSE
22627,22627,smartly,smartly,rr,adverb,,701,383278302,1,3,2,2,FALSE,FALSE
22628,22628,broadest,broad,jjt,adjective,,701,383279003,1,0,2,1,FALSE,FALSE
22629,22629,plowed,plow,vvd,verb,,701,383279704,1,3,2,2,FALSE,FALSE
22630,22630,busily,busily,rr,adverb,,701,383280405,0,3,2,1,FALSE,FALSE
